TN	PH	Organic	AN	Enterobacteriaceae	Pseudomonas	Caulobacteraceae	Terribacillus	Sphingobacteriunm	Burkholderiaceae	Micrococcales	Chryseobacterium	Cronobacter	Bacillus	Nanoarchaeaeota	Flavobacterium
11	1.81810370180756	8.63512622425333	0.0473987683653831	7.59272540919483	4.03689506929368	8.88743886956945	9.6286579221487	5.84932171041146	8.82229935377836	2.25083305966109	2.02994771301746	4.40645473310724	5.55215799948201	9.64414471527562	7.64566766796634	8.68558695074171
12	9.47940001264215	5.40780615760013	1.18156097363681	8.68101315340027	5.40661301231012	9.75532206008211	0.480148803908378	3.9949767687358	4.04749235138297	8.50951950764284	8.39834884740412	6.49151439778507	5.40066721849144	4.00729248998687	7.63534612488002	5.50823163241148
13	4.45696944603696	1.0469984030351	5.02737935632467	1.85529984999448	7.32966251671314	4.82022884534672	5.75199605664238	9.55499231815338	4.85023486660793	3.11534900218248	5.30451899161562	8.28610745724291	9.26032254239544	0.312303635291755	1.88212657114491	5.94532882794738
14	8.6272929282859	8.83615036262199	3.26926054665819	7.5918141962029	1.45885098725557	0.961798992939293	4.20751969795674	1.53515012934804	5.08297946536914	7.86516041494906	1.16224504541606	5.82211012719199	3.15735295182094	1.26233638497069	1.44681809935719	3.11462335987017
15	3.08172201504931	3.95318435737863	5.47008429421112	0.998324614483863	3.65199354011565	9.3049501045607	2.84648376516998	4.96813751291484	6.62892994238064	5.58523077750579	8.25318204471841	8.76233539078385	3.69707523379475	8.01092051435262	7.11782123893499	6.14322221837938
16	8.81274666404352	1.24536948278546	7.11792570305988	2.21090268576518	0.199870280921459	3.16338130738586	3.4517436590977	7.4295149743557	2.88729315623641	8.09179365634918	8.44786949921399	2.84076712559909	3.45992431044579	3.08948496123776	8.89184359461069	2.80883552506566
17	5.44841400580481	9.94664655765519	4.40501705044881	8.95402878522873	0.0925575522705913	4.69835338881239	9.26734312670305	2.0670703984797	9.01343796169385	9.90776044782251	3.07950990041718	9.80976706603542	2.1209989534691	6.33699505124241	4.13427267223597	9.90450717275962
18	6.37220217380673	9.26201774040237	5.3708085976541	8.03779562003911	7.9600104666315	5.5605398491025	9.07376304036006	4.05601428123191	3.12642937293276	2.81538711627945	9.03204076224938	7.92086424306035	9.36801756499335	4.38346830196679	3.16895362688228	7.26774830138311
19	0.303814013022929	0.696629001758993	7.727317053359	1.67365086264908	6.81674937950447	8.20624713087454	9.69188135350123	4.79818080784753	8.79138133954257	1.7861168901436	7.24029280710965	6.0460695088841	2.91745448717847	5.09086164180189	6.49371232371777	6.61404059268534
20	4.09299268387258	8.74413695652038	7.24450604524463	9.84814716270193	0.260961642488837	6.35864625452086	7.99185710027814	4.50155603000894	8.16015849122778	7.21107655903324	8.83329523494467	8.11753742396832	9.95772792492062	3.48783872788772	5.9732246468775	6.48621644359082
21	5.62986998818815	2.65464809723198	5.49356140196323	8.1800379534252	3.04507424356416	3.65130371646956	1.62421379238367	5.31849989900365	7.95624514808878	0.155087565071881	3.33361009601504	1.46398898679763	1.46676094969735	2.70467403111979	1.49374439613894	6.41503717983142
22	1.4009976061061	6.24394217971712	2.46957075083628	4.43320662714541	9.48340498143807	4.80121462373063	2.73312367498875	3.73003663960844	9.31494102580473	9.74935577251017	9.96251401025802	2.58449024287984	8.51459353230894	6.1719068675302	9.05333392787725	7.23080384079367
23	5.06208353210241	4.83627211535349	2.18268371885642	5.84755172021687	2.83118510618806	1.40739541267976	7.63854598393664	0.594306334387511	6.26999587053433	4.52083129668608	1.2853595148772	6.92286596400663	5.99735477473587	3.97228738293052	1.71312279766425	7.02527084387839
24	5.65098185790703	5.2364801382646	6.41588381724432	8.86502390727401	3.5870298394002	2.3828856064938	8.23193495394662	8.65531157469377	1.66675835382193	0.485113670583814	0.278182437177747	3.09080402832478	8.36313682608306	0.848270908463746	6.29342618398368	3.75030665891245
25	0.547323853243142	5.79241412458941	9.20735070249066	8.10847343644127	5.01514861127362	8.41732726665214	5.5145857622847	4.31916118599474	6.48379979655147	2.00666110729799	0.126375698018819	8.64300176268443	6.28491940442473	9.64515073690563	4.58520813612267	9.39193935832009
26	7.09188433596864	8.60735900234431	9.37503933208063	7.42774649290368	2.65306398738176	8.1251566647552	1.44867218798026	1.06481089256704	4.71254442585632	1.05162369087338	2.20959644997492	6.81130679789931	4.54134998610243	8.40574383037165	3.30590760102496	2.79828313505277
27	6.08715636655688	2.96911025652662	3.84412650484592	8.41959780314937	9.10291286185384	9.89162171492353	7.58548563579097	3.37751651182771	8.85438211727887	0.14911244623363	6.96597549831495	9.70386523753405	8.039104945492	4.61363488342613	4.17336887912825	8.31846649292856
28	1.51374123990536	2.9032750451006	1.45897382870317	4.06604694901034	1.80575767531991	7.29431886924431	0.867696749046445	4.30831973440945	7.64146447414532	9.32255169609562	0.323440656065941	1.23972425004467	1.21455067768693	1.78559080464765	6.69386893045157	0.577448804397136
29	5.21911900024861	3.95107159158215	7.29293825337663	8.72838202631101	6.1617932934314	3.72258285526186	7.00798273086548	6.88388200476766	8.6481388262473	1.90975271631032	3.66210400825366	7.91389946592972	9.64208592660725	3.50308875786141	0.368291432969272	6.3248273730278
30	7.93312483699992	3.08225023560226	4.86740839667618	9.06216467032209	0.479102551471442	5.10378681588918	8.28930522780865	0.633009623270482	6.23351085465401	9.70407928340137	5.13410246698186	5.59244509087875	5.36774076521397	4.22110334271565	3.33927972009405	7.4281390151009
31	4.08823134610429	8.60850369092077	2.52542562549934	8.91777385724708	8.00046385498717	9.29064088035375	4.91817034082487	2.97630248125643	4.75474553415552	3.54358647949994	9.57090516574681	9.21940201660618	9.2002516053617	1.89873607363552	7.04395353561267	2.70615340443328
32	3.15861936891451	4.27221873775125	8.27795639866963	0.0830464321188629	6.61591743584722	5.78470988664776	5.47611323418096	4.89089466165751	9.33897014474496	9.32330789044499	1.04291332885623	2.83144356682897	5.41264392435551	6.7934476188384	3.95150686847046	9.76853739004582
33	4.94727618526667	4.28283678600565	1.4459894481115	6.16156407166272	7.35346518456936	4.06363719375804	6.69397852849215	6.85175208374858	6.42291228286922	1.35187864070758	1.32130199344829	6.69730787398294	1.05505221057683	3.10095903463662	0.256061742547899	6.39473583782092
34	6.48930004099384	4.06742058927193	5.94547373941168	4.54719334375113	0.435076963622123	2.11886999197304	0.35084082512185	4.9607000942342	2.81263759359717	8.54196442756802	6.18419934995472	1.89484949922189	5.58367125224322	7.9172651655972	9.67250084271654	0.363426669500768
35	6.49862468475476	5.99307601572946	2.72310928907245	5.68187293363735	5.40462272241712	8.22124858386815	1.13038064679131	7.04121286282316	9.54729645280167	7.62899299385026	3.12605079263449	1.00712605752051	9.77201713481918	4.6641196240671	3.38985134847462	5.56265946477652
36	5.0230258400552	5.72778244270012	9.40605576615781	8.99395311484113	6.25582119682804	4.91661362815648	6.87803565291688	6.42879399703816	3.31604732433334	6.4039276028052	4.89203439094126	2.17057737288997	4.94838818674907	0.614700738806278	8.76831335481256	7.3832343891263
37	6.35600552894175	6.44138196716085	1.45291977096349	1.69690435053781	7.48928237240762	1.61284650210291	0.80096919555217	3.89998013619334	9.29404050344601	8.17965852329507	7.90262470487505	1.94516265066341	5.5538495327346	0.872759465128183	5.21982417209074	0.331572908908129
38	3.62827403005213	8.3469775877893	9.10943461582065	7.66877319198102	1.49535739794374	7.09892147919163	3.157655778341	5.07242701714858	6.90461985534057	5.0241424748674	0.153130902908742	0.606133730616421	9.19632142875344	1.77326478995383	5.77923496486619	0.842246264219284
39	3.33011443726718	6.58008589176461	7.03020065790042	1.1306097288616	4.44995187455788	6.08590121380985	7.64468071749434	4.82648588018492	1.64223279571161	3.72664280002937	3.97042884957045	9.70418886980042	3.49500594194978	8.7341796583496	2.41339673986658	0.616546131204814
40	0.412179704289883	5.43529199436307	2.76620882563293	7.66161982435733	6.99291763361543	1.10353290103376	3.49954003468156	7.43885667296126	3.56349976034835	8.90731075545773	6.73860567156225	2.53572368295863	9.44276965688914	4.14963661693037	0.919408488553017	3.52661475772038
41	8.74964723130688	6.88818818423897	0.60320031363517	2.73792453575879	1.05775438714772	2.22534619038925	5.34280898049474	9.91379214450717	9.26219666143879	0.692252570297569	6.87246294459328	7.59310798253864	9.68247245531529	5.38965184474364	0.801833919249475	0.363760404288769
42	5.18565009348094	0.474301045760512	7.06061010248959	9.44196700816974	7.71906464127824	5.46573046594858	8.93261697608978	4.95312364771962	9.77425882127136	0.739959685597569	9.04117749538273	3.94367841072381	8.4192025125958	0.934347794391215	9.59949378389865	4.46269130101427
43	4.85429010121152	5.2178440708667	1.63916150806472	4.4598331884481	6.35942932451144	0.881697477307171	4.47643604828045	9.39192594029009	4.65790583984926	7.23801170708612	9.11937647731975	2.5215599918738	6.65985764702782	9.28542408626527	3.45011466182768	9.21394614502788
44	1.31040825042874	8.02728083916008	1.76803102949634	5.41787161491811	5.92303083511069	1.29058530321345	3.28054461861029	5.40178022580221	3.06053569307551	9.53450051601976	2.64564360957593	7.96617906773463	2.31025797082111	5.81834706477821	8.13798652496189	6.0274746385403
45	4.45989132858813	2.39263375755399	5.1085721119307	1.61754461470991	0.113688409328461	7.43773977970704	0.468640066683292	9.39998613204807	0.577703393064439	1.96310266386718	9.8525284207426	2.4018290406093	9.58255398552865	8.39019435225055	4.56037433585152	7.31823686975986
46	2.17236585216597	9.70881385263056	3.38549877982587	6.93053540308028	0.199966614600271	8.83042616769671	3.89327354962006	9.15597705869004	6.39234275789931	4.36100081074983	0.677608447149396	1.49700521025807	5.51277017220855	4.08615820575505	0.925522530451417	3.5062730521895
47	8.27573039801791	4.76766486885026	0.431201716419309	7.97274365555495	1.62015242036432	9.46262503042817	2.84509115852416	5.23169983876869	9.01903850957751	2.0329269929789	5.20491471281275	1.78598686121404	4.82642045244575	9.21375807141885	1.77722731372342	0.0937522738240659
48	8.02310838596895	0.0633101421408355	8.43151141423732	7.73586589144543	0.683185334783047	2.570885210298	2.70257955882698	7.99945678096265	8.28102979809046	9.25662527093664	8.84230737341568	9.37988409772515	9.29919228889048	9.79280791245401	8.20345152635127	7.51094676321372
49	8.39411322027445	1.67667933506891	3.06818739743903	2.13289439678192	4.7626046417281	2.1520011825487	5.76209246180952	2.00516173383221	5.33657734282315	5.59265327174217	2.00988551136106	5.59015363454819	2.32363369083032	0.907913497649133	0.87352002505213	6.79761362727731
50	9.61116405436769	9.24855651101097	4.81418742332608	2.03604418085888	9.83219652902335	2.08425941411406	6.29486583638936	9.29548768093809	1.49140072055161	3.75057442113757	5.89163458440453	7.29100838769227	7.4246005457826	0.596022205427289	7.70235001808032	3.35281570907682
51	2.41754563292488	5.37204437190667	3.80212516756728	6.3324666605331	4.36141413869336	1.88381547806785	3.13369112554938	7.160420184955	8.33239479921758	1.64496044628322	1.39046097639948	4.01286966633052	0.246513821184635	7.18902282649651	1.16120799677446	5.25447978172451
52	8.01123660290614	6.91707635996863	6.58019201364368	7.61008010711521	9.48046677745879	1.98290698695928	6.88717818120494	7.63833447825164	8.67148601682857	9.70384953077883	9.3281670822762	2.26424944121391	2.44727716082707	3.96333226701245	7.47614772524685	5.78257300658152
53	1.60828470252454	3.63957214169204	9.10861356416717	8.07967222994193	3.3711068960838	1.4174447231926	5.32391957240179	5.26330109452829	9.73756213439628	3.84117488749325	2.92349885916337	1.73155467724428	8.70100286556408	3.58742819167674	2.98580411355942	3.98874864680693
54	2.92933009797707	7.5558904837817	7.98124842345715	8.28922379529104	4.92323265178129	6.95448351791129	7.59994458407164	3.07803034549579	0.796432285569608	4.85603495268151	2.68464542226866	9.90743041271344	3.81177614443004	1.02981084492058	7.17477073194459	8.36672897916287
55	2.40212848642841	4.52901336830109	3.98382252315059	1.18570909835398	8.38568359380588	3.23425576789305	6.49843224324286	9.99831243650988	8.59900549985468	2.20360898878425	3.34868244128302	8.87664133682847	1.8724768050015	4.81315418146551	3.25408717617393	2.28280355688184
56	6.00742078851908	2.85376122919843	1.39263748889789	2.81343105249107	8.26047112233937	3.80659820279106	4.96884381631389	5.330372559838	1.81025056168437	3.34819205338135	2.16044110944495	0.79412562539801	1.55995515873656	1.92517715971917	7.24424578249454	8.35030842106789
57	1.19842222426087	1.35864194715396	3.00387173425406	8.4682101663202	1.42396595096216	7.471816285979	4.45317020406947	0.266862048301846	3.61821759259328	6.52575699379668	1.12948168534786	5.07406508317217	8.08220982551575	2.74427258875221	9.22121192328632	1.02216026745737
58	6.17672100430354	8.27657028567046	2.79813206521794	1.08489253325388	1.15452534751967	2.81188891734928	3.20577276870608	0.460326462052763	9.84262123703957	7.53061972092837	8.67131066974252	8.90688719926402	8.10991838341579	9.31844462174922	6.89239196712151	5.77878564596176
59	0.374401407316327	3.88559129554778	2.53595534013584	0.174967097118497	0.0447911908850074	7.61838266160339	6.65526308584958	4.19632974080741	4.46336326887831	1.98691059602425	7.2501096338965	7.75724132545292	5.47716272994876	5.85157078923658	0.992771771270782	8.05828982498497
60	6.25759653514251	7.93519049650058	7.82201113644987	4.1341461148113	7.41241118172184	0.730241353157908	0.0769825465977192	5.82640159875154	8.57742166612297	2.85757013829425	9.35861096018925	0.979234871920198	2.93583947466686	0.747040712740272	8.36601775838062	7.8505823132582
61	6.21950498549268	1.37915021274239	6.72642262186855	5.90861889068037	7.82437536632642	6.71100575476885	4.03977733803913	9.31057757465169	1.6178886522539	1.99401782825589	9.2276168288663	3.51949435425922	6.81691814912483	5.37299051648006	6.48453633999452	2.81991787487641
62	4.84318648697808	5.0614844285883	4.54385749530047	5.16315830405802	2.13144502369687	9.19187617022544	8.46745991613716	4.49095995398238	1.88263938296586	5.66495402250439	1.09743817476556	7.38759625935927	8.43605081550777	9.03282479150221	2.74949517799541	8.73731137486175
63	4.42311870399863	3.42494180193171	3.74692279845476	9.34696276206523	5.17988223116845	7.76249347254634	3.75108652049676	0.179297768045217	2.05621516797692	1.68052816297859	3.28774871770293	5.69440030492842	8.97357958834618	0.170100105460733	3.38167843874544	4.47386415442452
64	1.26126715913415	8.54271045187488	2.73293286329135	2.60512409266084	1.91707639023662	7.40473485086113	8.41782798990607	8.45471221487969	0.228661759756505	9.43631145870313	7.33472878113389	5.44267772696912	9.15977153461426	3.5087148938328	5.81915257498622	3.41995069757104
65	7.39741850411519	7.00870999833569	2.93296830030158	7.10702441632748	4.56803837325424	3.19578541675583	3.99706678697839	3.97567397216335	6.87767068622634	5.04408085020259	1.49092496372759	8.4932046988979	3.13725966727361	8.03015891695395	5.36993172718212	7.21340423217043
66	7.12432484608144	7.58749261731282	4.71404961543158	1.68148030061275	5.26583177736029	6.34463239926845	7.34516402008012	7.04364734236151	0.0474076834507287	0.470694676041603	7.03887367155403	2.7733932598494	8.27288678847253	7.46322952443734	5.63244405668229	1.46697960561141
67	4.99338009860367	5.94997653039172	3.89864034485072	8.19872366730124	3.47815718036145	4.31439699139446	7.38551916088909	6.30835851887241	3.82364174118266	8.87807224411517	1.01349949138239	7.50392054906115	3.22207915829495	5.61342800501734	2.53478129627183	7.0367516996339
68	2.76477641426027	4.73539293976501	0.248615576419979	7.50107024563476	7.41519489558414	3.32576375221834	3.26428029919043	8.68461341131479	9.74498331081122	1.9677759683691	6.16901854751632	1.8246348015964	3.43804429052398	1.33630717173219	5.42537230299786	1.8200035719201
69	6.58789968583733	8.15503824967891	8.56614659307525	2.89995930157602	0.458017224445939	7.52396303694695	7.94195486465469	4.13076704833657	7.44812821038067	1.87034182948992	7.79395020566881	8.26719622127712	4.08362860558555	1.65559688583016	7.88962750462815	3.4700836497359
70	1.18897649692371	9.20395123306662	1.39820600161329	1.79813035996631	2.84640626981854	0.208188523538411	8.10977741144598	9.89843286108226	9.08157870173454	5.66126395249739	5.78797780442983	5.99489526124671	1.39623356284574	8.13226816710085	1.84223637916148	4.48551868088543
71	3.0992669519037	6.87213790137321	9.41539446124807	6.17291934322566	1.70369920087978	3.89133815653622	9.90240797167644	1.75727240275592	7.97411097912118	5.86324888747185	5.12573625193909	0.338777017313987	8.55508162407205	1.3535524555482	0.442763031460345	2.94388409471139
72	6.20816822396591	7.12862405227497	5.60080145020038	6.12301987363026	2.75061261607334	3.0278516956605	8.67390762316063	1.99750396190211	2.14324871776626	9.69971419079229	2.8764815046452	5.0471409317106	2.16555834049359	8.64273615181446	6.04694193229079	9.12508986424655
73	1.68500442523509	5.44584876159206	2.60075693251565	8.65718859713525	6.94067851873115	1.68119609355927	1.62728047696874	4.51354387681931	6.41870577121153	2.55874418187886	0.283994772471488	5.70326073328033	3.1746985972859	2.45020103408024	5.6115849991329	6.02356323739514
74	4.42321090959013	4.19360703555867	0.398760288953781	6.3971645059064	8.4774571377784	6.15305083803833	5.91108452994376	4.58573803305626	0.871584636624902	7.9930203827098	3.10294526163489	7.1366912452504	5.41398041881621	0.755564067512751	4.17817799607292	4.19178484939039
75	7.81754468102008	8.40936286142096	5.08186420192942	0.918993100058287	5.07506089517847	0.841556687373668	2.3964112624526	9.09637881210074	3.45077154226601	1.38183720642701	4.50754566118121	4.23946351278573	4.30339350365102	0.566384105477482	5.104014351964	1.19342747610062
76	3.36757805896923	0.654111939948052	4.96490396093577	8.6737715266645	9.53538585454226	2.16358291450888	4.82182268751785	4.76972447475418	9.77361482800916	2.44926259387285	0.872753483708948	7.2098550782539	3.6490309657529	8.45309135736898	7.35506131313741	2.32601693365723
77	7.76707488577813	8.83313842117786	3.72899192618206	8.41754328459501	0.779625752475113	9.96507797623053	7.40260627819225	0.887759423349053	0.670757193583995	8.62392357317731	5.00131002627313	2.57781937019899	7.87078270222992	5.54787350120023	8.54484682902694	6.20250392472371
78	1.19662179611623	7.2457588207908	5.7026850595139	4.9549080664292	5.22605518810451	1.25886117108166	0.275185280479491	2.79994887299836	8.12423872295767	6.17855088086799	9.99110245145857	9.18342786142603	8.69586281245574	3.99735425133258	5.49803250236437	6.86759360833094
79	0.414845841005445	0.808483967557549	9.68372587347403	0.793726730626076	7.2513739252463	0.445922613143921	9.49254230363294	9.21441665384918	5.45630075968802	2.846009361092	1.99396639829502	2.87502277176827	7.81935124658048	9.33495844015852	4.11196925211698	5.68863412132487
80	3.1790808076039	1.00461616180837	0.817912963684648	0.216505031567067	1.00299560697749	8.98853514809161	9.35782535932958	9.59793191635981	2.45398436672986	6.53352172812447	9.03567238943651	9.38778957352042	5.05931868683547	9.23442874336615	2.35299135558307	3.54192466242239
